spot1,spot2,date,amount
DC7,DC10,2022/7/2,695
DC8,DC4,2022/7/2,262
DC8,DC10,2022/7/2,18397
DC10,DC4,2022/7/2,39971
DC10,DC8,2022/7/2,355
DC4,DC8,2022/7/3,86
DC4,DC10,2022/7/3,961
DC7,DC8,2022/7/3,1703
DC7,DC10,2022/7/3,1406
DC8,DC4,2022/7/3,902
DC8,DC10,2022/7/3,13428
DC10,DC4,2022/7/3,56826
DC10,DC8,2022/7/3,862
DC4,DC8,2022/7/4,391
DC4,DC10,2022/7/4,271
DC7,DC4,2022/7/4,2
DC7,DC8,2022/7/4,1738
DC7,DC10,2022/7/4,4560
DC8,DC4,2022/7/4,637
DC8,DC10,2022/7/4,17829
DC10,DC4,2022/7/4,51955
DC10,DC8,2022/7/4,1481
DC4,DC8,2022/7/5,130
DC4,DC10,2022/7/5,412
DC7,DC8,2022/7/5,1871
DC7,DC10,2022/7/5,4221
DC8,DC4,2022/7/5,1759
DC8,DC10,2022/7/5,23689
DC10,DC4,2022/7/5,34775
DC10,DC8,2022/7/5,871
DC4,DC8,2022/7/6,161
DC4,DC10,2022/7/6,290
DC7,DC8,2022/7/6,936
DC7,DC10,2022/7/6,4668
DC8,DC4,2022/7/6,615
DC8,DC10,2022/7/6,19435
DC10,DC4,2022/7/6,44423
DC10,DC8,2022/7/6,595
DC4,DC8,2022/7/7,108
DC4,DC10,2022/7/7,2775
DC7,DC4,2022/7/7,2
DC7,DC8,2022/7/7,610
DC7,DC10,2022/7/7,6979
DC8,DC4,2022/7/7,782
DC8,DC10,2022/7/7,10424
DC10,DC4,2022/7/7,45595
DC10,DC8,2022/7/7,1365
DC4,DC8,2022/7/8,119
DC4,DC10,2022/7/8,346
DC7,DC4,2022/7/8,3
DC7,DC8,2022/7/8,690
DC7,DC10,2022/7/8,2170
DC8,DC4,2022/7/8,515
DC8,DC10,2022/7/8,25668
DC10,DC4,2022/7/8,32904
DC10,DC8,2022/7/8,1700
DC4,DC8,2022/7/9,62
DC4,DC10,2022/7/9,963
DC7,DC8,2022/7/9,1436
DC7,DC10,2022/7/9,2648
DC8,DC4,2022/7/9,362
DC8,DC10,2022/7/9,23788
DC10,DC4,2022/7/9,18795
DC10,DC8,2022/7/9,454
DC4,DC8,2022/7/10,19
DC4,DC10,2022/7/10,112
DC7,DC4,2022/7/10,3
DC7,DC8,2022/7/10,534
DC7,DC10,2022/7/10,947
DC8,DC4,2022/7/10,151
DC8,DC10,2022/7/10,27440
DC10,DC4,2022/7/10,30014
DC10,DC8,2022/7/10,825
DC4,DC8,2022/7/11,184
DC4,DC10,2022/7/11,225
DC7,DC8,2022/7/11,1790
DC7,DC10,2022/7/11,1122
DC8,DC4,2022/7/11,1977
DC8,DC10,2022/7/11,29620
DC10,DC4,2022/7/11,40000
DC10,DC8,2022/7/11,943
DC4,DC8,2022/7/12,87
DC4,DC10,2022/7/12,190
DC7,DC8,2022/7/12,811
DC7,DC10,2022/7/12,1287
DC8,DC4,2022/7/12,462
DC8,DC10,2022/7/12,16251
DC10,DC4,2022/7/12,40333
DC10,DC8,2022/7/12,556
DC4,DC8,2022/7/13,255
DC4,DC10,2022/7/13,186
DC7,DC4,2022/7/13,4
DC7,DC8,2022/7/13,1804
DC7,DC10,2022/7/13,694
DC8,DC4,2022/7/13,266
DC8,DC10,2022/7/13,29349
DC10,DC4,2022/7/13,40674
DC10,DC8,2022/7/13,1126
DC4,DC8,2022/7/14,159
DC4,DC10,2022/7/14,9
DC7,DC8,2022/7/14,601
DC7,DC10,2022/7/14,990
DC8,DC4,2022/7/14,400
DC8,DC10,2022/7/14,19784
DC10,DC4,2022/7/14,43397
DC10,DC8,2022/7/14,936
DC4,DC8,2022/7/15,80
DC4,DC10,2022/7/15,440
DC7,DC4,2022/7/15,4
DC7,DC8,2022/7/15,1884
DC7,DC10,2022/7/15,1346
DC8,DC3,2022/7/15,1
DC8,DC4,2022/7/15,319
DC8,DC10,2022/7/15,26197
DC10,DC4,2022/7/15,62263
DC10,DC8,2022/7/15,577
DC4,DC8,2022/7/16,26
DC4,DC10,2022/7/16,12
DC7,DC8,2022/7/16,1924
DC7,DC10,2022/7/16,572
DC8,DC4,2022/7/16,503
DC8,DC10,2022/7/16,28293
DC10,DC4,2022/7/16,36254
DC10,DC8,2022/7/16,323
DC4,DC8,2022/7/17,25
DC4,DC10,2022/7/17,125
DC7,DC8,2022/7/17,1757
DC7,DC10,2022/7/17,736
DC8,DC4,2022/7/17,154
DC8,DC10,2022/7/17,8954
DC10,DC4,2022/7/17,25981
DC10,DC8,2022/7/17,450
DC4,DC8,2022/7/18,125
DC4,DC10,2022/7/18,247
DC7,DC4,2022/7/18,3
DC7,DC8,2022/7/18,1986
DC7,DC10,2022/7/18,704
DC8,DC4,2022/7/18,277
DC8,DC10,2022/7/18,16298
DC10,DC4,2022/7/18,61943
DC10,DC8,2022/7/18,335
DC4,DC8,2022/7/19,103
DC4,DC10,2022/7/19,421
DC7,DC4,2022/7/19,3
DC7,DC8,2022/7/19,599
DC7,DC10,2022/7/19,556
DC8,DC4,2022/7/19,411
DC8,DC10,2022/7/19,15371
DC10,DC4,2022/7/19,37917
DC10,DC8,2022/7/19,976
DC4,DC8,2022/7/20,132
DC4,DC10,2022/7/20,187
DC7,DC8,2022/7/20,1226
DC7,DC10,2022/7/20,557
DC8,DC4,2022/7/20,301
DC8,DC10,2022/7/20,14063
DC10,DC4,2022/7/20,53642
DC10,DC8,2022/7/20,539
DC4,DC8,2022/7/21,126
DC4,DC10,2022/7/21,133
DC7,DC4,2022/7/21,1
DC7,DC8,2022/7/21,2020
DC7,DC10,2022/7/21,1004
DC8,DC4,2022/7/21,503
DC8,DC10,2022/7/21,15301
DC10,DC4,2022/7/21,44007
DC10,DC8,2022/7/21,375
DC4,DC8,2022/7/22,71
DC4,DC10,2022/7/22,493
DC7,DC4,2022/7/22,9
DC7,DC8,2022/7/22,825
DC7,DC10,2022/7/22,530
DC8,DC4,2022/7/22,304
DC8,DC10,2022/7/22,22565
DC10,DC4,2022/7/22,36315
DC10,DC8,2022/7/22,945
DC4,DC8,2022/7/23,41
DC4,DC10,2022/7/23,16
DC7,DC8,2022/7/23,1095
DC7,DC10,2022/7/23,396
DC8,DC4,2022/7/23,467
DC8,DC10,2022/7/23,12329
DC10,DC4,2022/7/23,30455
DC10,DC8,2022/7/23,821
DC4,DC8,2022/7/24,42
DC4,DC10,2022/7/24,61
DC7,DC8,2022/7/24,522
DC7,DC10,2022/7/24,594
DC8,DC4,2022/7/24,203
DC8,DC10,2022/7/24,21700
DC10,DC4,2022/7/24,50165
DC10,DC8,2022/7/24,220
DC4,DC8,2022/7/25,74
DC4,DC10,2022/7/25,141
DC7,DC4,2022/7/25,3
DC7,DC8,2022/7/25,1663
DC7,DC10,2022/7/25,545
DC8,DC4,2022/7/25,358
DC8,DC10,2022/7/25,24404
DC10,DC4,2022/7/25,44235
DC10,DC8,2022/7/25,641
DC4,DC8,2022/7/26,203
DC4,DC10,2022/7/26,196
DC7,DC8,2022/7/26,755
DC7,DC10,2022/7/26,396
DC8,DC4,2022/7/26,443
DC8,DC10,2022/7/26,18126
DC10,DC4,2022/7/26,43555
DC10,DC8,2022/7/26,705
DC4,DC8,2022/7/27,94
DC4,DC10,2022/7/27,151
DC7,DC8,2022/7/27,1195
DC7,DC10,2022/7/27,829
DC8,DC4,2022/7/27,275
DC8,DC10,2022/7/27,8213
DC10,DC4,2022/7/27,18533
DC10,DC8,2022/7/27,752
DC4,DC8,2022/7/28,231
DC4,DC10,2022/7/28,69
DC7,DC8,2022/7/28,740
DC7,DC10,2022/7/28,854
DC8,DC4,2022/7/28,215
DC8,DC10,2022/7/28,19168
DC10,DC4,2022/7/28,50074
DC10,DC8,2022/7/28,713
DC4,DC8,2022/7/29,122
DC4,DC10,2022/7/29,21
DC7,DC4,2022/7/29,2
DC7,DC8,2022/7/29,1204
DC7,DC10,2022/7/29,951
DC8,DC4,2022/7/29,356
DC8,DC10,2022/7/29,19318
DC10,DC4,2022/7/29,62252
DC10,DC8,2022/7/29,869
DC4,DC8,2022/7/30,33
DC4,DC10,2022/7/30,21
DC7,DC4,2022/7/30,4
DC7,DC8,2022/7/30,618
DC7,DC10,2022/7/30,510
DC8,DC4,2022/7/30,177
DC8,DC10,2022/7/30,17178
DC10,DC4,2022/7/30,16586
DC10,DC8,2022/7/30,281
DC4,DC8,2022/7/31,22
DC4,DC10,2022/7/31,1806
DC7,DC8,2022/7/31,724
DC7,DC10,2022/7/31,558
DC8,DC4,2022/7/31,111
DC8,DC10,2022/7/31,10684
DC10,DC4,2022/7/31,22317
DC10,DC8,2022/7/31,412
DC4,DC8,2022/8/1,90
DC4,DC10,2022/8/1,6
DC7,DC4,2022/8/1,8
DC7,DC8,2022/8/1,886
DC7,DC10,2022/8/1,974
DC8,DC4,2022/8/1,169
DC8,DC10,2022/8/1,10643
DC10,DC4,2022/8/1,40887
DC10,DC8,2022/8/1,705
DC4,DC8,2022/8/2,74
DC4,DC10,2022/8/2,15
DC6,DC4,2022/8/2,121
DC6,DC10,2022/8/2,36
DC7,DC8,2022/8/2,732
DC7,DC10,2022/8/2,772
DC8,DC4,2022/8/2,463
DC8,DC10,2022/8/2,30895
DC10,DC4,2022/8/2,46911
DC10,DC8,2022/8/2,387
DC4,DC8,2022/8/3,65
DC4,DC10,2022/8/3,10
DC6,DC4,2022/8/3,612
DC6,DC10,2022/8/3,624
DC7,DC8,2022/8/3,1414
DC7,DC10,2022/8/3,601
DC8,DC4,2022/8/3,307
DC8,DC10,2022/8/3,22439
DC10,DC4,2022/8/3,34284
DC10,DC8,2022/8/3,658
DC4,DC8,2022/8/4,73
DC4,DC10,2022/8/4,35
DC7,DC8,2022/8/4,1595
DC7,DC10,2022/8/4,773
DC8,DC4,2022/8/4,510
DC8,DC10,2022/8/4,28472
DC10,DC4,2022/8/4,50850
DC10,DC8,2022/8/4,593
DC4,DC8,2022/8/5,102
DC4,DC10,2022/8/5,13
DC7,DC4,2022/8/5,4
DC7,DC8,2022/8/5,1371
DC7,DC10,2022/8/5,700
DC8,DC4,2022/8/5,218
DC8,DC10,2022/8/5,15583
DC10,DC4,2022/8/5,41874
DC10,DC8,2022/8/5,454
DC4,DC8,2022/8/6,22
DC4,DC10,2022/8/6,18
DC7,DC4,2022/8/6,4
DC7,DC8,2022/8/6,811
DC7,DC10,2022/8/6,625
DC8,DC4,2022/8/6,249
DC8,DC10,2022/8/6,14921
DC10,DC4,2022/8/6,21460
DC10,DC8,2022/8/6,343
DC4,DC8,2022/8/7,16
DC4,DC10,2022/8/7,12
DC7,DC8,2022/8/7,1253
DC7,DC10,2022/8/7,684
DC8,DC4,2022/8/7,177
DC8,DC10,2022/8/7,8421
DC10,DC4,2022/8/7,21816
DC10,DC8,2022/8/7,483
DC4,DC8,2022/8/8,121
DC4,DC10,2022/8/8,26
DC7,DC8,2022/8/8,1160
DC7,DC10,2022/8/8,900
DC8,DC4,2022/8/8,272
DC8,DC10,2022/8/8,32374
DC10,DC4,2022/8/8,33306
DC10,DC8,2022/8/8,479
DC4,DC8,2022/8/9,247
DC4,DC10,2022/8/9,11
DC7,DC8,2022/8/9,970
DC7,DC10,2022/8/9,1830
DC8,DC4,2022/8/9,444
DC8,DC10,2022/8/9,23533
DC10,DC4,2022/8/9,21415
DC10,DC8,2022/8/9,910
DC4,DC8,2022/8/10,245
DC4,DC10,2022/8/10,34
DC7,DC8,2022/8/10,1480
DC7,DC10,2022/8/10,746
DC8,DC4,2022/8/10,206
DC8,DC10,2022/8/10,22378
DC10,DC4,2022/8/10,18697
DC10,DC8,2022/8/10,767
DC4,DC8,2022/8/11,95
DC4,DC10,2022/8/11,577
DC7,DC4,2022/8/11,3
DC7,DC8,2022/8/11,782
DC7,DC10,2022/8/11,1433
DC8,DC4,2022/8/11,260
DC8,DC10,2022/8/11,21756
DC10,DC4,2022/8/11,33399
DC10,DC8,2022/8/11,824
DC4,DC8,2022/8/12,108
DC4,DC10,2022/8/12,22
DC7,DC4,2022/8/12,3
DC7,DC8,2022/8/12,1149
DC7,DC10,2022/8/12,1023
DC8,DC4,2022/8/12,317
DC8,DC10,2022/8/12,9474
DC10,DC4,2022/8/12,64981
DC10,DC8,2022/8/12,403
DC4,DC8,2022/8/13,28
DC4,DC10,2022/8/13,4
DC7,DC4,2022/8/13,3
DC7,DC8,2022/8/13,956
DC7,DC10,2022/8/13,1375
DC8,DC4,2022/8/13,121
DC8,DC10,2022/8/13,8354
DC10,DC4,2022/8/13,19917
DC10,DC8,2022/8/13,175
DC4,DC8,2022/8/14,13
DC4,DC10,2022/8/14,8
DC7,DC4,2022/8/14,1
DC7,DC8,2022/8/14,595
DC7,DC10,2022/8/14,942
DC8,DC4,2022/8/14,140
DC8,DC10,2022/8/14,29821
DC10,DC4,2022/8/14,19095
DC10,DC8,2022/8/14,326
DC4,DC8,2022/8/15,36
DC4,DC10,2022/8/15,32
DC7,DC8,2022/8/15,1001
DC7,DC10,2022/8/15,291
DC8,DC4,2022/8/15,200
DC8,DC10,2022/8/15,28953
DC10,DC4,2022/8/15,51406
DC10,DC8,2022/8/15,976
DC4,DC8,2022/8/16,52
DC4,DC10,2022/8/16,13
DC7,DC8,2022/8/16,625
DC7,DC10,2022/8/16,806
DC8,DC4,2022/8/16,210
DC8,DC10,2022/8/16,13566
DC10,DC4,2022/8/16,63283
DC10,DC8,2022/8/16,908
DC4,DC8,2022/8/17,99
DC4,DC10,2022/8/17,31
DC7,DC4,2022/8/17,4
DC7,DC8,2022/8/17,766
DC7,DC10,2022/8/17,1011
DC8,DC4,2022/8/17,743
DC8,DC10,2022/8/17,19884
DC10,DC4,2022/8/17,16903
DC10,DC8,2022/8/17,503
DC4,DC8,2022/8/18,89
DC4,DC10,2022/8/18,14
DC7,DC8,2022/8/18,760
DC7,DC10,2022/8/18,537
DC8,DC4,2022/8/18,423
DC8,DC10,2022/8/18,9367
DC10,DC4,2022/8/18,47894
DC10,DC8,2022/8/18,814
DC4,DC8,2022/8/19,123
DC4,DC10,2022/8/19,30
DC7,DC8,2022/8/19,673
DC7,DC10,2022/8/19,697
DC8,DC4,2022/8/19,153
DC8,DC10,2022/8/19,10357
DC10,DC4,2022/8/19,40320
DC10,DC8,2022/8/19,325
DC4,DC8,2022/8/20,101
DC4,DC10,2022/8/20,21
DC7,DC4,2022/8/20,4
DC7,DC8,2022/8/20,811
DC7,DC10,2022/8/20,934
DC8,DC4,2022/8/20,191
DC8,DC10,2022/8/20,10521
DC10,DC4,2022/8/20,57822
DC10,DC8,2022/8/20,378
DC4,DC8,2022/8/21,62
DC4,DC10,2022/8/21,13
DC7,DC4,2022/8/21,1
DC7,DC8,2022/8/21,1817
DC7,DC10,2022/8/21,1107
DC8,DC4,2022/8/21,82
DC8,DC10,2022/8/21,16147
DC10,DC4,2022/8/21,28395
DC10,DC8,2022/8/21,366
DC4,DC8,2022/8/22,43
DC4,DC10,2022/8/22,11
DC7,DC4,2022/8/22,5
DC7,DC8,2022/8/22,929
DC7,DC10,2022/8/22,649
DC8,DC4,2022/8/22,308
DC8,DC10,2022/8/22,31671
DC10,DC4,2022/8/22,28774
DC10,DC8,2022/8/22,276
DC4,DC8,2022/8/23,167
DC4,DC10,2022/8/23,18
DC7,DC8,2022/8/23,1819
DC7,DC10,2022/8/23,883
DC8,DC4,2022/8/23,312
DC8,DC10,2022/8/23,9159
DC10,DC4,2022/8/23,44894
DC10,DC8,2022/8/23,794
DC4,DC8,2022/8/24,145
DC4,DC10,2022/8/24,20
DC7,DC8,2022/8/24,685
DC7,DC10,2022/8/24,578
DC8,DC4,2022/8/24,362
DC8,DC10,2022/8/24,28148
DC10,DC4,2022/8/24,62175
DC10,DC5,2022/8/24,2
DC10,DC8,2022/8/24,720
DC4,DC8,2022/8/25,114
DC4,DC10,2022/8/25,29
DC7,DC8,2022/8/25,1221
DC7,DC10,2022/8/25,1292
DC8,DC4,2022/8/25,496
DC8,DC10,2022/8/25,21716
DC10,DC4,2022/8/25,64231
DC10,DC8,2022/8/25,268
DC4,DC8,2022/8/26,105
DC4,DC10,2022/8/26,26
DC7,DC8,2022/8/26,181
DC7,DC10,2022/8/26,105
DC8,DC4,2022/8/26,493
DC8,DC10,2022/8/26,23997
DC10,DC4,2022/8/26,34799
DC10,DC8,2022/8/26,586
DC4,DC8,2022/8/27,30
DC4,DC10,2022/8/27,32
DC7,DC8,2022/8/27,914
DC7,DC10,2022/8/27,851
DC8,DC4,2022/8/27,338
DC8,DC5,2022/8/27,1
DC8,DC10,2022/8/27,28603
DC10,DC4,2022/8/27,47654
DC10,DC8,2022/8/27,461
DC4,DC8,2022/8/28,39
DC4,DC10,2022/8/28,262
DC7,DC8,2022/8/28,1020
DC7,DC10,2022/8/28,515
DC8,DC4,2022/8/28,198
DC8,DC10,2022/8/28,13059
DC10,DC4,2022/8/28,33109
DC10,DC8,2022/8/28,260
DC4,DC8,2022/8/29,48
DC4,DC10,2022/8/29,77
DC7,DC4,2022/8/29,3
DC7,DC8,2022/8/29,1197
DC7,DC10,2022/8/29,418
DC8,DC4,2022/8/29,614
DC8,DC10,2022/8/29,26589
DC10,DC4,2022/8/29,110838
DC10,DC8,2022/8/29,931
DC4,DC8,2022/8/30,82
DC4,DC10,2022/8/30,80
DC7,DC4,2022/8/30,2
DC7,DC8,2022/8/30,523
DC7,DC10,2022/8/30,512
DC8,DC4,2022/8/30,260
DC8,DC10,2022/8/30,18528
DC10,DC4,2022/8/30,100400
DC10,DC8,2022/8/30,1166
DC4,DC8,2022/8/31,237
DC4,DC10,2022/8/31,36
DC7,DC4,2022/8/31,13
DC7,DC8,2022/8/31,2561
DC7,DC10,2022/8/31,1094
DC8,DC4,2022/8/31,620
DC8,DC10,2022/8/31,23368
DC10,DC4,2022/8/31,95442
DC10,DC8,2022/8/31,683
DC4,DC8,2022/9/1,246
DC4,DC10,2022/9/1,30
DC7,DC8,2022/9/1,1419
DC7,DC10,2022/9/1,897
DC8,DC4,2022/9/1,703
DC8,DC10,2022/9/1,21648
DC10,DC4,2022/9/1,86331
DC10,DC8,2022/9/1,1043
DC4,DC8,2022/9/2,164
DC4,DC10,2022/9/2,41
DC7,DC8,2022/9/2,1406
DC7,DC10,2022/9/2,1816
DC8,DC4,2022/9/2,868
DC8,DC10,2022/9/2,54468
DC10,DC4,2022/9/2,54917
DC10,DC8,2022/9/2,2032
DC4,DC8,2022/9/3,55
DC4,DC10,2022/9/3,80
DC7,DC4,2022/9/3,8
DC7,DC8,2022/9/3,1013
DC7,DC10,2022/9/3,758
DC8,DC4,2022/9/3,509
DC8,DC10,2022/9/3,28455
DC10,DC4,2022/9/3,44028
DC10,DC5,2022/9/3,8
DC10,DC8,2022/9/3,708
DC4,DC8,2022/9/4,16
DC4,DC10,2022/9/4,39
DC7,DC8,2022/9/4,641
DC7,DC10,2022/9/4,1521
DC8,DC4,2022/9/4,667
DC8,DC10,2022/9/4,27737
DC10,DC4,2022/9/4,38950
DC10,DC8,2022/9/4,584
DC4,DC8,2022/9/5,137
DC4,DC10,2022/9/5,97
DC7,DC4,2022/9/5,5
DC7,DC8,2022/9/5,1620
DC7,DC10,2022/9/5,1195
DC8,DC4,2022/9/5,1600
DC8,DC10,2022/9/5,18441
DC10,DC3,2022/9/5,7
DC10,DC4,2022/9/5,129442
DC10,DC8,2022/9/5,2413
DC4,DC8,2022/9/6,234
DC4,DC10,2022/9/6,144
DC7,DC4,2022/9/6,1
DC7,DC8,2022/9/6,1967
DC7,DC10,2022/9/6,634
DC8,DC3,2022/9/6,2
DC8,DC4,2022/9/6,1430
DC8,DC10,2022/9/6,45299
DC10,DC4,2022/9/6,85413
DC10,DC5,2022/9/6,8
DC10,DC8,2022/9/6,1961
DC4,DC8,2022/9/7,323
DC4,DC10,2022/9/7,64
DC7,DC4,2022/9/7,3
DC7,DC8,2022/9/7,1567
DC7,DC10,2022/9/7,1386
DC8,DC3,2022/9/7,1
DC8,DC4,2022/9/7,1716
DC8,DC10,2022/9/7,23128
DC10,DC4,2022/9/7,78811
DC10,DC5,2022/9/7,2
DC10,DC8,2022/9/7,3397
DC4,DC8,2022/9/8,221
DC4,DC10,2022/9/8,24
DC7,DC8,2022/9/8,1709
DC7,DC10,2022/9/8,998
DC8,DC3,2022/9/8,10
DC8,DC4,2022/9/8,678
DC8,DC10,2022/9/8,62028
DC10,DC3,2022/9/8,20
DC10,DC4,2022/9/8,123195
DC10,DC5,2022/9/8,1
DC10,DC8,2022/9/8,1364
DC4,DC8,2022/9/9,85
DC4,DC10,2022/9/9,69
DC7,DC4,2022/9/9,2
DC7,DC8,2022/9/9,1895
DC7,DC10,2022/9/9,1393
DC8,DC3,2022/9/9,5
DC8,DC4,2022/9/9,929
DC8,DC5,2022/9/9,2
DC8,DC10,2022/9/9,22752
DC10,DC3,2022/9/9,1
DC10,DC4,2022/9/9,42417
DC10,DC5,2022/9/9,3
DC10,DC8,2022/9/9,1243
DC4,DC8,2022/9/10,19
DC4,DC10,2022/9/10,20
DC7,DC4,2022/9/10,7
DC7,DC8,2022/9/10,3839
DC7,DC10,2022/9/10,971
DC8,DC4,2022/9/10,460
DC8,DC10,2022/9/10,10668
DC10,DC3,2022/9/10,2
DC10,DC4,2022/9/10,43542
DC10,DC5,2022/9/10,9
DC10,DC8,2022/9/10,280
DC4,DC8,2022/9/11,6
DC4,DC10,2022/9/11,38
DC7,DC4,2022/9/11,2
DC7,DC8,2022/9/11,1620
DC7,DC10,2022/9/11,1045
DC8,DC3,2022/9/11,8
DC8,DC4,2022/9/11,351
DC8,DC10,2022/9/11,9233
DC10,DC4,2022/9/11,19724
DC10,DC8,2022/9/11,347
DC4,DC8,2022/9/12,58
DC4,DC10,2022/9/12,48
DC7,DC3,2022/9/12,3
DC7,DC8,2022/9/12,3693
DC7,DC10,2022/9/12,1769
DC8,DC4,2022/9/12,304
DC8,DC10,2022/9/12,11234
DC10,DC4,2022/9/12,58961
DC10,DC8,2022/9/12,1005
DC4,DC8,2022/9/13,57
DC4,DC10,2022/9/13,42
DC7,DC8,2022/9/13,3745
DC7,DC10,2022/9/13,2073
DC8,DC4,2022/9/13,871
DC8,DC5,2022/9/13,1
DC8,DC10,2022/9/13,22843
DC10,DC3,2022/9/13,5
DC10,DC4,2022/9/13,85015
DC10,DC5,2022/9/13,4
DC10,DC8,2022/9/13,1614
DC4,DC8,2022/9/14,69
DC4,DC10,2022/9/14,47
DC7,DC4,2022/9/14,2
DC7,DC8,2022/9/14,4433
DC7,DC10,2022/9/14,3560
DC8,DC4,2022/9/14,360
DC8,DC10,2022/9/14,31382
DC10,DC3,2022/9/14,1
DC10,DC4,2022/9/14,38950
DC10,DC5,2022/9/14,2
DC10,DC8,2022/9/14,800
DC4,DC8,2022/9/15,74
DC4,DC10,2022/9/15,36
DC7,DC8,2022/9/15,1080
DC7,DC10,2022/9/15,1776
DC8,DC4,2022/9/15,912
DC8,DC5,2022/9/15,5
DC8,DC10,2022/9/15,27273
DC10,DC4,2022/9/15,52434
DC10,DC5,2022/9/15,2
DC10,DC8,2022/9/15,631
DC2,DC10,2022/9/16,6
DC4,DC8,2022/9/16,191
DC4,DC10,2022/9/16,46
DC7,DC4,2022/9/16,3
DC7,DC8,2022/9/16,1379
DC7,DC10,2022/9/16,1988
DC8,DC4,2022/9/16,342
DC8,DC10,2022/9/16,27396
DC10,DC3,2022/9/16,5
DC10,DC4,2022/9/16,34560
DC10,DC5,2022/9/16,5
DC10,DC8,2022/9/16,678
DC4,DC10,2022/9/17,19
DC7,DC4,2022/9/17,11
DC7,DC8,2022/9/17,2195
DC7,DC10,2022/9/17,1377
DC8,DC3,2022/9/17,3
DC8,DC4,2022/9/17,259
DC8,DC10,2022/9/17,23027
DC10,DC3,2022/9/17,3
DC10,DC4,2022/9/17,36959
DC10,DC8,2022/9/17,576
DC4,DC8,2022/9/18,9
DC4,DC10,2022/9/18,40
DC7,DC3,2022/9/18,2
DC7,DC8,2022/9/18,1036
DC7,DC10,2022/9/18,1713
DC8,DC3,2022/9/18,1
DC8,DC4,2022/9/18,401
DC8,DC10,2022/9/18,14041
DC10,DC3,2022/9/18,2
DC10,DC4,2022/9/18,35870
DC10,DC5,2022/9/18,40
DC10,DC8,2022/9/18,268
DC4,DC8,2022/9/19,32
DC4,DC10,2022/9/19,16
DC7,DC4,2022/9/19,2
DC7,DC8,2022/9/19,2537
DC7,DC10,2022/9/19,1041
DC8,DC4,2022/9/19,461
DC8,DC10,2022/9/19,29131
DC10,DC3,2022/9/19,6
DC10,DC4,2022/9/19,63367
DC10,DC8,2022/9/19,341
DC4,DC8,2022/9/20,73
DC4,DC10,2022/9/20,20
DC7,DC8,2022/9/20,2227
DC7,DC10,2022/9/20,745
DC8,DC4,2022/9/20,654
DC8,DC10,2022/9/20,10222
DC10,DC3,2022/9/20,4
DC10,DC4,2022/9/20,33509
DC10,DC5,2022/9/20,1
DC10,DC8,2022/9/20,653
DC4,DC8,2022/9/21,44
DC4,DC10,2022/9/21,30
DC7,DC4,2022/9/21,1
DC7,DC8,2022/9/21,1415
DC7,DC10,2022/9/21,519
DC8,DC3,2022/9/21,1
DC8,DC4,2022/9/21,385
DC8,DC5,2022/9/21,5
DC8,DC10,2022/9/21,24550
DC10,DC4,2022/9/21,34380
DC10,DC5,2022/9/21,4
DC10,DC8,2022/9/21,691
DC4,DC8,2022/9/22,105
DC4,DC10,2022/9/22,36
DC7,DC8,2022/9/22,1752
DC7,DC10,2022/9/22,766
DC8,DC4,2022/9/22,590
DC8,DC5,2022/9/22,3
DC8,DC10,2022/9/22,18757
DC10,DC3,2022/9/22,4
DC10,DC4,2022/9/22,60857
DC10,DC5,2022/9/22,3
DC10,DC8,2022/9/22,1303
DC4,DC8,2022/9/23,67
DC4,DC10,2022/9/23,3518
DC7,DC4,2022/9/23,1
DC7,DC8,2022/9/23,1783
DC7,DC10,2022/9/23,1632
DC8,DC4,2022/9/23,414
DC8,DC5,2022/9/23,6
DC8,DC10,2022/9/23,19741
DC10,DC4,2022/9/23,103293
DC10,DC5,2022/9/23,2
DC10,DC8,2022/9/23,959
DC4,DC8,2022/9/24,11
DC4,DC10,2022/9/24,450
DC7,DC4,2022/9/24,3
DC7,DC8,2022/9/24,1574
DC7,DC10,2022/9/24,928
DC8,DC4,2022/9/24,461
DC8,DC10,2022/9/24,19924
DC10,DC3,2022/9/24,2
DC10,DC4,2022/9/24,45207
DC10,DC8,2022/9/24,368
DC4,DC8,2022/9/25,48
DC4,DC10,2022/9/25,1591
DC7,DC4,2022/9/25,4
DC7,DC8,2022/9/25,1466
DC7,DC10,2022/9/25,774
DC8,DC4,2022/9/25,331
DC8,DC5,2022/9/25,4
DC8,DC10,2022/9/25,23793
DC10,DC4,2022/9/25,60016
DC10,DC8,2022/9/25,280
DC4,DC8,2022/9/26,78
DC4,DC10,2022/9/26,38
DC7,DC8,2022/9/26,1467
DC7,DC10,2022/9/26,1915
DC8,DC4,2022/9/26,1234
DC8,DC5,2022/9/26,3
DC8,DC10,2022/9/26,28818
DC10,DC4,2022/9/26,34072
DC10,DC8,2022/9/26,893
DC4,DC8,2022/9/27,107
DC4,DC10,2022/9/27,36
DC7,DC4,2022/9/27,1
DC7,DC8,2022/9/27,1795
DC7,DC10,2022/9/27,1490
DC8,DC3,2022/9/27,3
DC8,DC4,2022/9/27,663
DC8,DC5,2022/9/27,2
DC8,DC10,2022/9/27,26880
DC10,DC3,2022/9/27,8
DC10,DC4,2022/9/27,54990
DC10,DC8,2022/9/27,1552
DC4,DC8,2022/9/28,47
DC4,DC10,2022/9/28,41
DC7,DC8,2022/9/28,3883
DC7,DC10,2022/9/28,1395
DC8,DC4,2022/9/28,891
